survey_type,site,site depth,date,trip,quadrat,depth_at_survey,depth,depth2,bag_or_natural,bag_or_nearest_bag_if_natural,piece,unique_piece,widest_span_cm,widest_span_mm,morph,stable_bin,bound_bin,no_pieces_bound_to_it,number_binds,quadrat_angle,bed_depth1,bed_depth2,bed_depth3,bed_depth4,bed_depth5,bed_depth6,bed_depth7,bed_depth8,number_contact_points,max_gap_size_to_right_cm,contact_length_1,contact_length_2,contact_length_3,contact_length_4,contact_length_5,contact_length_6,contact_length_7,contact_length_8,contact_length_9,binder_1,binder1_length_cm,binder1_distance_cm,binder_2,binder2_length_cm,binder2_distance_cm,binder_3,binder3_length_cm,binder3_distance_cm,binder_4,binder4_length_cm,binder4_distance_cm,binder_5,binder5_length_cm,binder5_distance_cm,binder_6,binder6_length_cm,binder6_distance_cm,binder_7,binder7_length_cm,binder7_distance_cm,strength_if_tested
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,4,804,26.6,266,branched,1,0,0,0,gentle,155,295,330,320,285,278,400,NA,3,2.4,13,18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,5,805,19.5,195,branched,1,1,1,1,gentle,155,295,330,320,285,278,400,NA,3,2.8,13,23,5,NA,NA,NA,NA,NA,NA,Zoonanthids,0.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,6,806,26.8,268,branched,1,1,2,2,gentle,155,295,330,320,285,278,400,NA,5,3.2,14,26,13,11,17,NA,NA,NA,NA,Zoonanthids,1.6,<0.1,Zoonathids,2.2,<0.1,Macroalgae,0.8,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,7,807,18.4,184,branched,0,1,1,1,gentle,155,295,330,320,285,278,400,NA,4,2.2,21,15,8,4,NA,NA,NA,NA,NA,Zoonanthids,0.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,8,808,30.5,305,branched,1,1,7,7,gentle,155,295,330,320,285,278,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,0.8,<0.1,Zoonathids,0.3,<0.1,Zooanthids,0.3,<0.1,Zooanthids,0.5,<0.1,Zooanthids,0.4,<0.1,Zooanthids,0.4,<0.1,Zooanthids,0.4,<0.1,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,9,809,15,150,branched,1,1,3,3,gentle,155,295,330,320,285,278,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,0.5,<0.1,Zoonathids,0.4,<0.1,Zooanthids,0.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,26,4.1,shallow,upper_slope,bag,B4,10,810,44,440,branched,1,1,6,6,gentle,155,295,330,320,285,278,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,0.8,<0.1,Zoonathids,0.2,<0.1,Zooanthids,0.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,1,823,8.4,84,branched,1,1,2,3,flat,61,81,19,76,25,55,43,62,3,NA,34,26,11,NA,NA,NA,NA,NA,NA,Zoonanthids,3.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,2,824,17.6,176,branched,1,0,0,0,flat,61,81,19,76,25,55,43,62,5,NA,24,21,27,26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,3,825,8.5,85,branched,1,1,1,2,flat,61,81,19,76,25,55,43,62,3,NA,49,20,42,NA,NA,NA,NA,NA,NA,Sponge,1.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,4,826,17.2,172,branched,0,1,1,1,flat,61,81,19,76,25,55,43,62,3,NA,9,19,23,NA,NA,NA,NA,NA,NA,Turf mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,5,827,12.2,122,branched,1,1,1,1,flat,61,81,19,76,25,55,43,62,3,NA,33,17,49,NA,NA,NA,NA,NA,NA,Zoonanthids,4.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,6,828,14.4,144,branched,1,1,1,1,flat,61,81,19,76,25,55,43,62,4,NA,17,16,39,14,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,Zoonathids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,7,829,2.9,29,unbranched,0,0,0,0,flat,61,81,19,76,25,55,43,62,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,8,830,16.1,161,unbranched,0,0,0,0,flat,61,81,19,76,25,55,43,62,4,NA,26,11,78,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,27,5.1,shallow,upper_slope,natural,B4,9,831,7.2,72,branched,0,0,0,0,flat,61,81,19,76,25,55,43,62,4,NA,22,21,34,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,1,832,10.1,101,branched,1,0,0,0,gentle,52,58,75,62,66,76,34,52,3,NA,4,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,2,833,11.6,116,branched,1,1,1,1,gentle,52,58,75,62,66,76,34,52,4,NA,14,23,11,17,NA,NA,NA,NA,NA,Ascidian,2.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,3,834,4.9,49,unbranched,1,1,1,1,gentle,52,58,75,62,66,76,34,52,3,NA,7,9,6,NA,NA,NA,NA,NA,NA,CCA,2.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,4,835,9,90,branched,1,0,0,0,gentle,52,58,75,62,66,76,34,52,3,NA,17,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,5,836,7.7,77,branched,0,0,0,0,gentle,52,58,75,62,66,76,34,52,2,NA,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,6,837,23.1,231,unbranched,1,0,0,0,gentle,52,58,75,62,66,76,34,52,3,NA,9,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,7,838,20.3,203,unbranched,1,1,1,1,gentle,52,58,75,62,66,76,34,52,3,NA,42,1,38,NA,NA,NA,NA,NA,NA,Zoonanthids,4.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,8,839,26.1,261,branched,1,0,0,0,gentle,52,58,75,62,66,76,34,52,4,NA,18,9,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,9,840,10.6,106,branched,0,0,0,0,gentle,52,58,75,62,66,76,34,52,4,NA,34,14,31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,10,841,15.2,152,unbranched,0,0,0,0,gentle,52,58,75,62,66,76,34,52,2,NA,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Bait Reef,3-5m,44689,May_2022,28,8.3,deep,sandy_bottom,natural,B1,11,842,9.3,93,unbranched,0,0,0,0,gentle,52,58,75,62,66,76,34,52,3,NA,19,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,1,556,18,180,branched,1,0,0,0,steep slope,40,45,43,40,30,39,31,43,3,NA,12,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,2,557,20.5,205,branched,1,0,0,0,steep slope,40,45,43,40,30,39,31,43,4,NA,12,10,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,3,558,36,360,unbranched,1,1,1,2,steep slope,40,45,43,40,30,39,31,43,4,NA,5,20,45,49,NA,NA,NA,NA,NA,Peyssonnelia,4.5,<0.1,Sponge,4.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,4,559,55,550,branched,1,1,1,1,steep slope,40,45,43,40,30,39,31,43,5,NA,33,20,21,16,NA,NA,NA,NA,NA,Ascidian,1.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,5,560,22,220,branched,1,1,2,4,steep slope,40,45,43,40,30,39,31,43,3,NA,18,20,46,NA,NA,NA,NA,NA,NA,Peyssonnelia,2.1,<0.1,Peyssonnelia,1.3,<0.1,Peyssonnelia,3,<0.1,Peyssonnelia,1.1,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,6,561,40,400,branched,1,1,2,2,steep slope,40,45,43,40,30,39,31,43,6,NA,37,32,15,27,20,20,NA,NA,NA,Peyssonnelia,3.4,<0.1,Peyssonnelia,3.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,7,562,25,250,branched,1,1,2,4,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,3.4,<0.1,Ascidian,1,<0.1,Sponge,2.3,<0.1,Sponge,1.1,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,8,563,44,440,branched,1,1,2,4,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,4.4,<0.1,Peyssonnelia,3.5,<0.1,Ascidian,1,<0.1,Ascidian,0.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,9,564,62,620,branched,1,1,2,2,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,2.4,<0.1,Peyssonnelia,3.5,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,10,565,34,340,branched,1,0,0,0,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,11,566,43,430,branched,1,1,2,2,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turf mat,2.2,<0.1,Sponge,3.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,29,5.3,shallow,shallow,bag,B4,12,567,64,640,branched,1,1,1,1,steep slope,40,45,43,40,30,39,31,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,3.2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,1,568,17.5,175,branched,1,1,1,1,gentle,80,140,60,110,105,60,130,100,3,NA,10,12,19,NA,NA,NA,NA,NA,NA,Peyssonnelia,2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,2,569,7.6,76,branched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,2,NA,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,3,570,12.5,125,branched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,2,NA,24,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,4,571,24,240,branched,1,1,2,2,gentle,80,140,60,110,105,60,130,100,3,NA,27,32,20,NA,NA,NA,NA,NA,NA,Peyssonnelia,2.7,<0.1,Peyssonnelia,3.2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,5,572,10.4,104,branched,1,1,2,3,gentle,80,140,60,110,105,60,130,100,2,NA,19,28,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,1.5,<0.1,Peyssonnelia,1.3,<0.1,Peyssonnelia,3.4,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,6,573,7.8,78,unbranched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,2,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,7,574,10.5,105,branched,1,0,0,0,gentle,80,140,60,110,105,60,130,100,1,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,8,575,6.9,69,unbranched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,9,576,5.5,55,branched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,10,577,19,190,branched,1,0,0,0,gentle,80,140,60,110,105,60,130,100,3,NA,25,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,11,578,6,60,branched,0,0,0,0,gentle,80,140,60,110,105,60,130,100,2,NA,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,30,4.7,shallow,shallow,natural,B4,12,579,15.3,153,branched,1,1,1,1,gentle,80,140,60,110,105,60,130,100,2,NA,24,39,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,3.6,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,1,580,15,150,unbranched,1,1,1,2,gentle,277,278,200,230,139,126,213,180,4,NA,17,10,19,15,NA,NA,NA,NA,NA,Macroalgae,1.3,<0.1,Bryozoan,0.7,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,2,581,40,400,branched,1,0,0,0,gentle,277,278,200,230,139,126,213,180,3,NA,10,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,3,582,22,220,branched,1,1,1,1,gentle,277,278,200,230,139,126,213,180,3,NA,18,56,8,NA,NA,NA,NA,NA,NA,Ascidian,3.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,4,583,26.2,262,branched,0,0,0,0,gentle,277,278,200,230,139,126,213,180,3,NA,6,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,5,584,30.3,303,branched,1,1,2,2,gentle,277,278,200,230,139,126,213,180,5,NA,26,22,9,14,13,NA,NA,NA,NA,Macroalgae,1.2,<0.1,Ascidian,1.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,6,585,37,370,branched,1,1,2,2,gentle,277,278,200,230,139,126,213,180,4,NA,10,16,4,9,NA,NA,NA,NA,NA,CCA,3,0.4,Sponge,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,7,586,12,120,branched,0,0,0,0,gentle,277,278,200,230,139,126,213,180,2,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,8,587,24,240,branched,1,1,1,1,gentle,277,278,200,230,139,126,213,180,3,NA,17,7,20,NA,NA,NA,NA,NA,NA,CCA,1.7,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,9,588,25,250,branched,1,0,0,0,gentle,277,278,200,230,139,126,213,180,5,NA,10,15,17,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,31,6.1,shallow,shallow,natural,B1,10,589,17,170,unbranched,1,1,1,1,gentle,277,278,200,230,139,126,213,180,4,NA,28,11,11,9,NA,NA,NA,NA,NA,CCA,1.2,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,1,590,11.6,116,branched,1,0,0,0,gentle,104,93,63,130,86,90,61,110,3,NA,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,2,591,14.3,143,branched,1,0,0,0,gentle,104,93,63,130,86,90,61,110,3,NA,12,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,3,592,7.4,74,branched,0,0,0,0,gentle,104,93,63,130,86,90,61,110,2,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,4,593,13.4,134,branched,1,1,1,1,gentle,104,93,63,130,86,90,61,110,5,NA,6,4,9,8,5,NA,NA,NA,NA,Turf mat,1,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,5,594,12.2,122,branched,0,0,0,0,gentle,104,93,63,130,86,90,61,110,4,NA,17,8,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,6,595,13.3,133,branched,1,1,1,1,gentle,104,93,63,130,86,90,61,110,4,NA,14,11,6,9,NA,NA,NA,NA,NA,Turf mat,1.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,7,596,12.7,127,branched,0,0,0,0,gentle,104,93,63,130,86,90,61,110,3,NA,8,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,8,597,14.8,148,branched,1,0,0,0,gentle,104,93,63,130,86,90,61,110,4,NA,19,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,9,598,7.2,72,branched,0,0,0,0,gentle,104,93,63,130,86,90,61,110,3,NA,12,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,10,599,11,110,branched,0,0,0,0,gentle,104,93,63,130,86,90,61,110,4,NA,15,3,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,11,600,9.2,92,branched,1,1,1,1,gentle,104,93,63,130,86,90,61,110,3,NA,20,16,7,NA,NA,NA,NA,NA,NA,Turf mat,0.9,<0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Bag,Pinnacle,3-5m,44692,May_2022,32,6.8,shallow,shallow,natural,B2,12,601,11.1,111,branched,1,0,0,0,gentle,104,93,63,130,86,90,61,110,5,NA,11,12,8,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
