survey_type,site,site depth,date,trip,quadrat,depth_at_survey,depth,depth2,bag_or_natural,bag_or_nearest_bag_if_natural,piece,unique_piece,widest_span_cm,widest_span_mm,morph,stable_bin,bound_bin,no_pieces_bound_to_it,number_binds,quadrat_angle,bed_depth1,bed_depth2,bed_depth3,bed_depth4,bed_depth5,bed_depth6,bed_depth7,bed_depth8,number_contact_points,max_gap_size_to_right_cm,contact_length_1,contact_length_2,contact_length_3,contact_length_4,contact_length_5,contact_length_6,contact_length_7,contact_length_8,contact_length_9,binder_1,binder1_length_cm,binder1_distance_cm,binder_2,binder2_length_cm,binder2_distance_cm,binder_3,binder3_length_cm,binder3_distance_cm,binder_4,binder4_length_cm,binder4_distance_cm,binder_5,binder5_length_cm,binder5_distance_cm,binder_6,binder6_length_cm,binder6_distance_cm,binder_7,binder7_length_cm,binder7_distance_cm,strength_if_tested
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,11,NA,27.5,275,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,12,NA,15.5,155,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,1,NA,26.5,265,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,2,NA,11.4,114,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,3,NA,14,140,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,4,NA,16.5,165,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,5,NA,8.5,85,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,6,NA,25,250,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,7,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,8,NA,18,180,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,9,NA,11.5,115,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,10,NA,25.5,255,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,11,NA,10.5,105,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,12,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,13,NA,17,170,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,14,NA,13.2,132,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,15,NA,10.5,105,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,16,NA,14.5,145,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,17,NA,28,280,branched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,7,4,shallow,shallow,bag,B1,18,NA,46,460,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,1,NA,18,180,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,2,NA,19,190,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,3,NA,13.5,135,unbranched,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,4,NA,35,350,branched,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Hard coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,5,NA,19,190,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,6,NA,20,200,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,7,NA,15.1,151,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,8,NA,10.7,107,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,9,NA,14.9,149,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,10,NA,16.5,165,unbranched,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,11,NA,15,150,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,12,NA,16,160,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,8,5.5,shallow,shallow,natural,B4,13,NA,25,250,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,1,NA,30,300,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,2,NA,30,300,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,3,NA,50,500,branched,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turf mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,4,NA,19,190,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,5,NA,15.1,151,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,6,NA,13.1,131,unbranched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turf mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,7,NA,18,180,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,8,NA,12,120,unbranched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turf mat,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,9,NA,9.5,95,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,9,5.5,shallow,shallow,natural,B1,10,NA,22,220,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,1,NA,8.5,85,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,2,NA,6.6,66,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,3,NA,9,90,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,4,NA,36,360,branched,1,1,At least 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,5,NA,9.4,94,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,6,NA,5.5,55,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,7,NA,7.5,75,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,8,NA,10,100,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,9,NA,2.6,26,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,10,NA,32,320,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,11,NA,14.5,145,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,10,4,shallow,upper_slope,natural,B4,12,NA,25,250,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,1,NA,15,150,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,2,NA,25,250,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,3,NA,35,350,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,4,NA,14,140,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,5,NA,34,340,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,6,NA,32,320,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,7,NA,22,220,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,8,NA,10,100,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,9,NA,31,310,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turf mat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,10,NA,12,120,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,11,NA,31.5,315,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,11,4,shallow,upper_slope,bag,B4,12,NA,27,270,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,1,NA,60,600,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,2,NA,46,460,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,3,NA,58,580,branched,1,0,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
